id,song_normalized,artist_normalized,lyrics,is_hit,decade
10ulbdcVA6ptYfxbEYpAah,yesterday,bad religion,"Run, but don't be scared to look behind
Stop, don't wait too long, make up your mind

The end is almost here
The sky, the air, so nice and clear
The sound of your decay
And the ringing in the air is the sweet debris of yesterday

There, now that you know it's not so bad
See, the good meet soon for lots of air

So if you try to enhance
We don't deserve another chance
Just laugh along the way
And kiss your ass goodbye with a shadow dream of yesterday

Yesterday, the good old days
Yesterday, the way we used to play
Yesterday, it just got worse and worse
Yesterday, the future's been rehearsed

Run, but don't be scared to look behind
Stop, don't wait too long, make up your mind
The end is almost here
The sky, the air, so nice and clear
The sound of your decay
And the ringing in the air is the sweet debris of yesterday
Yesterday, yesterday",0,1980s
7rC5Pl8rQSX4myONQHYPBK,mob ties,drake,"Ayy, sick of these niggas (Sick)
Sick of these niggas (Sick, sick)
Hire some help (Help)
Get rid of these niggas (Skrr)
Sick of this shit, move to the Ritz
Turned out the bitch (Ayy)
It is what it is, yeah

GLE, 'cause that Lambo movin' fast (Skrr)
S Class, G Class, lotta class (Sss, sss)
In a rocket and that bitch ain't got no tags (Skrr, skrr)
Louis bags in exchange for body bags, yeah

I'm sick of these niggas (Sick)
Sick of these niggas (Sick, sick)
Hire some help (Help)
Get rid of these niggas (Grr)
Fuck what it was (What)
It is what it is (What)
Whatever you did, it is what it is

And I'm so tired (Tired)
I fuck with the mob and I got ties (Lotta ties, lotta ties)
Knock you off to pay their tithes (Do-doo)
They want me gone but don't know why

It's too late for all that lovey-dovey shit
I'm your brother shit, all that other shit
It's too late for all that
It's too late for all that, ayy
It's too late for all that lovey-dovey shit
I'm your brother shit, all that other shit
It's too late for all that, ayy
It's too late for all that

Ayy, sick of these niggas
I'm sick of these niggas
Hire some help
Get rid of these niggas
I'm not with the ra-ra
I am a Da-da
My bitch in Chanel now
Your bitch in Escada
(Sick, sick, sick, sick)

Yeah, and they shook
Please don't let them fool ya
I don't care how they look (Nah)
Heard all of the talkin'
Now it's quiet, now it's shush (Shh)
Twenty-nine is comin'
They on edge when I cook (Cook)
Lead the league in scorin'
Man, but look at my assists (Shh)

Yes I be with Future
But I like to reminisce (Yeah)
I do not forget a thing
I'm patient, it's a gift (yeah)
Try to tell 'em they ain't got to do it
They insist (They insist)

Yeah, I can tell
I just gave 'em two for forty million like Chappelle (Two)
Standin' over coffin with a hammer and a nail (two)
Heard you hit up so and so
That name don't ring a bell, nah

Sick of these niggas (Sick)
Hire some help
Get rid of these niggas
I'm sick of this shit (Ssick, sick)
I'm runnin' a blitz (Ayy)
Whatever you did (Ayy)
It is what it is

And I'm so tired (Tired)
I fuck with the mob and I got ties (Lotta ties, lotta ties)
Knock you off to pay their tithes (Do-doo)
They want me gone but don't know why

It's too late for all that lovey-dovey shit
I'm your brother shit
All that other shit
It's too late for all that
It's too late for all that, ayy

It's too late for all that lovey-dovey shit
I'm your brother shit
All that other shit
It's too late for all that, ayy
It's too late for all that",0,2010s
4lMSP1iwlGVOUFIGJYXH9k,west side story act ii tonight quintet,leonard bernstein,"The Jets are gonna have their day tonight
 The Jets are gonna have their way tonight
 The Puerto Ricans grumble fair fight
 But if they start a rumble
 We'll rumble 'em right
 We're gonna hand 'em a surprise tonight
 We're gonna cut 'em down to size tonight
 We said okay no rumpus
 No tricks
 But just in case they jump us
 We're ready to mix
 Tonight
 We're gonna rock it tonight
 We're gonna jazz it up and have us a ball
 They're gonna get it tonight
 The more they turn it up the harder they fall
 Well they began it
 Well they began it
 And we're the ones to stop it once and for all
 Tonight
 
 Anita's gonna get her kicks tonight
 We'll have our private little mix tonight
 He'll walk in hot and tired
 Poor dear
 Don't matter if he's tired
 As long as he's here
 Tonight
 Tonight
 Won't be just any night
 Tonight there will be no morning star
 Tonight
 Tonight
 I'll see my love tonight
 And for us stars will stop where they are
 Today the minutes seem like hours
 The hours go so slowly
 And still the sky is light
 Oh moon glow bright and make this endless day, endless night
 The Jets are coming out on top tonight
 We're gonna watch Bernardo drop tonight
 That Puerto Rican punk'll go down
 And when he's hollered uncle we'll tear up the town
 Tonight
 Tonight
 Won't be just any night
 Tonight there will be no morning star
 Tonight
 Tonight
 I'll see my love tonight
 And for us, stars will stop where they are
 We're gonna mix it tonight
 Today the minutes seem like hours
 The hours go slowly and still the sky is light
 Oh moon, grow bright and make this endless day, endless night
 We're gonna rock it tonight
 Tonight",0,1960s
5BH4QpI2JCMKZnY0m2xQo9,drought,common children,"Nausea comes creeping like a dog
Falling down now and sleeping like a log
The leaders are speaking
In parables and lies
Buy another heaven
Eat the pie in the sky

You say you're sorry
How long
Your words are dried up
What's wrong
Burn all our eyes shut - maybe
We all are to numb to see

Stop this
Maybe at the wrong time
Start the frenzy
Maybe at the right time
The people are seeking
Delusion in their eyes
Try to get to heaven
Too proud to cry

We say we're sorry
How long
Our words are dried up
What's wrong
Burn all our eyes shut - maybe
We all are to numb to see

Look at all the frozen people
Look at all the broken smiles
Torn between two words are all we, yeah
Between the fathers and the heart of a child
Between the fathers and the heart of a child

You say you're sorry
How long
You're words are dried up
What's wrong
Burn all your eyes shut - maybe
We all are to numb to see

Look at all the frozen people
Look at all the broken smiles
Torn between two words are all we, yeah
Between the fathers and the heart of a child
Between the fathers and the heart of a child
Between the fathers and the heart of a--",0,1990s
2jtUGFsqanQ82zqDlhiKIp,she came in through the bathroom window remastered 2009,the beatles,"Gonna come out now
Ha-ha-ha
Wow! look-out

She came in through the bathroom window
Protected by a silver-spoon
But now she sucks her thumb and wanders
By the banks of her own lagoon

Didn't anybody tell her
Didn't anybody see
Sunday's on the phone to Monday
Tuesday's on the phone to me

She said she'd always been a dancer
She worked at fifteen clubs a day
And though she thought I knew the answer
Well I knew what I could not say

And so I quit the police department
And got myself a steady job
And though she tried her best to help me
She could steal but she could not rob

Didn't anybody tell her
Didn't anybody see
Sunday's on the phone to Monday
Tuesday's on the phone to me
Oh, yeah!",0,1960s
1CcGzRkzta0Fzu68zqueFA,id still want you first version with yodel,hank williams,"I could shame you 'til you hide your face
 And drag you right down in disgrace
 But what good would it do?
 I know I'd still want you
 I could tell the world you're doin' wrong
 That I was stringin' you along
 And if it all were true
 I know I'd still want you
 This world with me might sympathize
 When I got through with all my lies
 But I'd be just as blue
 'Cause my heart would still want you
 Cry, oh Lord
 I could tell my friends I threw you down
 And slander your name all over town
 But what good would it do?
 I know I'd still want you
 If I said I'm happy to be free
 The only one I'd fool is me
 Because it isn't true
 I know I'd still want you
 What's the use to say that you're no good
 When I'd crawl back if I could
 No matter what you do
 I know I'd still want you
 Cry, oh Lord
 I could smIle and say that I don't care
 And then go home and pull my hair
 But what good would it do?
 I know I'd still want you
 I could say that someone put me wise
 And get revenge by telling lies
 But when I got all through
 I know I'd still want you
 If the things I said was to break your heart
 I'd be the first to take your part
 Only if all these lies were true
 I know I'd still want you
 Cry, oh Lord",0,1990s
75HoBrwZ1GWvTsVPPlezMp,pink witch lesson,night lovell,"Oh, she dancin', oh, she dancin'
She's so drastic, everlastin'
I'm a menace, I'm a menace
Fly to Venice, my lil' pink witch
Oh, she dancin', oh, she dancin'
She's so drastic, everlastin'
I'm a menace, I'm a menace
Fly to Venice, my lil' pink witch

She said I'm so petty, got this dick so ready
Put that ass around me, I'mma fuck all in your titty
Only move at night,
I'm not in your sight
All my niggas with me,
They don't give no fuck for life
Turn your back and die,
All you do is lie
Niggas movin' funny,
I know just the guy
Take my life, then run,
'Til you see the sun
Then you see the moon,
Then I send my goon, ayy
All these niggas gotta
Do is ask, ayy
1855, I put that on my back, ayy
All this shit I said I claim,
I need my plaque, bish
If I'm gone tomorrow, bish,
I'm comin' back, bish

Oh, she dancin', oh, she dancin'
She's so drastic, everlastin'
I'm a menace, I'm a menace
Fly to Venice, my lil' pink witch
Oh, she dancin', oh, she dancin'
She's so drastic, everlastin'
I'm a menace, I'm a menace
Fly to Venice, my lil' pink witch

Lovell
You made it
You'll be safe here

Thinking why these
Women always testin'
Always talkin' to
Me with aggression
Did I mention my affection
I'm your best friend,
Learn my lesson
Ridin' with me 'cause
I'm who you really checkin'
Lookin' all up in my phone
Because she sense it
Did I mention my affection
I'm your best friend,
Learn my lesson, ayy
Ridin' 'round the block at night
Pull up on me, bitch,
I'll turn into some dynamite
All these niggas tryna
Find me, I'm in plain sight
Tryna find me, you should
Open up your third eye
I've been doin' it myself
And now they carry me
I've been hidin' in the back
And now they look at me
OT, young nigga, I'm born free
Wanna smoke, pussy nigga,
I got plenty, ayy

Lovell
You made it
You'll be safe here",0,2010s
0SvW6BJqKKwL4S4wAPExi9,parallel universe,smith thell,"It's like we've done everything reversed
Ohh, how I wish I hadn't met you first (oh, honey, love)
Can you know love when you're seventeen?
Ten years back, we were so naive

Is there a time, is there a time and place for us?
Is there a world where we would do it different, love?
Can you forgive me for everything I said, my lovе?
Maybe in a different world
In a parallеl universe

Wherever you go, wherever you go
You're still in my, still in my, still in my soul
Wherever you go, wherever you go
You're still in my, still in my, still in my soul

While all our friends, they were wild and free
All you had were eyes for me (oh, honey, love)
Now everyone, they are settlin' down
While you and me are fallin' out of love

Is there a time, is there a time and place for us?
Is there a world where we would do it different, love?
Can you forgive me for everything I said, my love?
Maybe in a different world
In a parallel universe

Wherever you go, wherever you go
You're still in my, still in my, still in my soul
Wherever you go, wherever you go
You're still in my, still in my, still in my soul

You're still in my soul
You're still in my soul
You're still in my soul",0,2020s
7uGeDI6nJEdUYMsMd7mQyl,cherish,the association,"Cherish is the word I use to describe
All the feeling that I have hiding here for you inside
You don't know how many times I've wished that I had told you
You don't know how many times I've wished that I could hold you
You don't know how many times I've wished that I could
Mold you into someone who could
Cherish me as much as I cherish you
Perish is the word that more than applies
To the hope in my heart each time I realize
That I am not gonna be the one to share your dreams
That I am not gonna be the one to share your schemes
That I am not gonna be the one to share
What seems to be the life that you could
Cherish as much as I do yours
Oh, I'm beginning to think that man has never found
The words that could make you want me
That have the right amount of letters, just the right sound
That could make you hear, make you see
That you are drivin' me out of my mind
Oh, I could say I need you but then you'd realize
That I want you just like a thousand other guys
Who'd say they loved you With all the rest of their lies
When all they wanted was to touch your face, your hands
And gaze into your eyes
Cherish is the word I use to describe
All the feeling that I have hiding here for you inside
You don't know how many times I've wished that I had told you
You don't know how many times I've wished that I could hold you
You don't know how many times I've wished that I could
Mold you into someone who could
Cherish me as much as I cherish you
And I do cherish you
And I do cherish you
Cherish is the word",1,1960s
1HRwhZPoOqPjd1f1yKXId2,ive got you under my skin,frank sinatra,"I've got you under my skin
I've got you deep in the heart of me
So deep in my heart that you're really a part of me
I've got you under my skin

I'd tried so not to give in
I said to myself this affair never will go so well
But why should I try to resist when baby I know so well
I've got you under my skin

I'd sacrifice anything come what might
For the sake of having you near
In spite of a warning voice that comes in the night
And repeats, repeats in my ear
Don't you know little fool
You never can win
Use your mentality, wake up to reality
But each time that I do just the thought of you
Makes me stop before I begin
'Cause I've got you under my skin

I would sacrifice anything come what might
For the sake of having you near
In spite of the warning voice that comes in the night
And repeats how it yells in my ear
Don't you know, little fool
You never can win
Why not use your mentality
Step up, wake up to reality
But each time I do just the thought of you
Makes me stop just before I begin
'Cause I've got you under my skin
Yes, I've got you under my skin",0,1960s
4hLQfgtzEyxme6w5GiwAEy,the rover 1993 remaster,led zeppelin,"I've been to London, seen seven wonders
I know to trip is just to fall
I used to rock it, sometimes I'd roll it
I always knew what it was for

There can be no denyin' that the wind'll shake 'em down
And the flag we're flyin' is the new flag of the land
Just join hands
If we could just join hands
If we could just join

With fields aplenty when Heaven sent me
I saw the kings who ruled them all
Still by the firelight and purple moonlight
I hear the rustic river's call

And the wind is cryin' from a love that won't grow cold
My lover, she is lyin' on the dark side of the globe

Could just join hands
If we could just join hands
If we could just join hands, yeah yeah yeah yeah yeah yeah yeah
Do it, ow

You got me rockin' when I oughta be rollin'
Darlin', tell me, darlin', which way to go
Keep me rockin' baby, can you keep me strollin'
Won't cha tell me, darlin', which way to go, that's right

Oh how I wonder, oh how I worry
And I would dearly like to know
How all this squander of earthly plunder
Will leave us anything to show

And our time is flyin'
See the candle burnin' low
Is the new world risin'
From the shambles of the old

If we could just join hands
If we could just join hands
If we could just, if we could just
If we could just, if we could just
If we could just join hands, hey

That's all it takes, that's all it takes
That's all it takes, that's all it takes
Hey-yeah, yeah-yeah, yeah-yeah, yeah-yeah, yeah-yeah
Yeah-yeah, yeah-yeah, yeah-yeah, yeah-yeah, yeah-yeah
Yeah-yeah, yeah-yeah, yeah-yeah, oh yeah, ah, ah, yeah
That's right, that's right, that's right, that's right",0,1970s
4IjKoEwakaIBKwjT1tYoPv,what youre missing 2009 remaster,chicago,"All we wanted was each other
Nothin' more
You were looking for an answer
You were out the door

I didn't know what you were after
I knew you had to take a chance, girl
Did you forget about the laughter?
Say oh, oh no

Ooh, what you're missing
Could have been yours from the start
You won't listen when it's coming from the heart
Now you're missing me
You'll find that out when we're apart

Had some crazy conversations
You know they seemed so right
Remember how it used to
Keep us up all night?

I didn't know what you were after
Maybe there never was an answer
Did you forget about the laughter?
Say oh, oh no

Ooh, what you're missing
Could have been yours from the start
You won't listen when it's coming from the heart
Now you're missing me
You'll find that out when we're apart

I didn't know what you were after
Say no, oh no

Ooh, what you're missing
Could have been yours from the start
You won't listen when it's coming from the heart
Now you're missing me
You'll find that out when we're apart

Could have been yours from the start
Could have been yours from the start
When it's coming from the heart
Could have been yours from the start
When it's coming from the heart",0,1980s
61a38rFWxM6jwnKP7SPw9k,yesterday went too soon,feeder,"Sitting in today
watching traffic passing by
and faces nosing in.
A victim of regret
it glitters then it fades away
like silver turning grey.
Washed it all away
waiting for this dream to end
before it sucks me in.
I'm climbing high
up above the streets and rows of neon lights,
I'm holding out my hand but I'm alone

Wish I could show you,
wish you could see through my eyes.
Tomorrow shines through
but I'm missing yesterday,

Crashing on the ground
the silence seems to suffocate
and bury me again.
Waiting for a taste
of happiness to lift me free
and carry me away.
I'm climbing high
up above the streets and rows of neon lights
I know it's just a dream but I'm alive.

Wish I could show you,
wish you could see through my eyes.
Tomorrow shines through,
but I'm missing yesterday,
I'm still missing yesterday.

Lost another week
feeling like a leper in
a world of vanity.
It's killing me today
addiction pulls you down you know,
and she's the drug I need.

Wish I could show you,
wish you could see through my eyes.
Tomorrow shines through,
but I'm missing yesterday.
Wish I could show you,
wish you could see through my eyes.
Tomorrow shines through,
but I'm missing yesterday.",0,1990s
4XbcBk2uoj7DZKxlVjjtLM,watch your step,elvis costello the attractions,"Don't say a word, don't say anything
Don't say a word, I'm not even listening
I read in the papers about their escape
They're just two bitter kids from a bunch of sour grapes
You better watch your step

Watch who's knocking on your front door
Now you know that they're watching
What are you waiting for?
Think you're young and original
Get out before
They get to watch your step

Every day is full of fun and family spies
They're making heroes out of fall guys
They say it's good for business
From Singapore to Widnes
You better watch your step

Broken noses hung up on the wall
Back slapping drinkers cheer the heavyweight brawl
So punch drunk they don't understand at all
You better watch your step

Every night go out full of carnival desires
End up in the closing time choirs
When you're kicking in the courtroom
And you're drinking down the Eau de Cologne
And you're spitting out the Kodachrome
You better watch your step

Bye, I send you all my regards
You're so tough, you're so hard
Listen to the hammers falling in the breaker's yard
You better watch your step
You better watch your step
Ooh, watch your step",0,1980s
1TwOzg2q8eF2IT4GpEYFqF,dont say goodbye,third day,"Look outside the autumn leaves are falling
Deep inside you hear the road is calling
And I know you want to walk away
Leave it all behind, running from nothing

Chasing lies can find you tired and jaded
In your world the colors have all faded
If you think that you can find a place
To get away from the pain, you're looking for nothing

I hate to see you leave without a fight

Time will open doors for you
Wishes spent make dreams come true
I promise I'll be there, don't say goodbye

Time will open doors for you
Wishes spent make dreams come true
I promise I'll be there, don't say goodbye

Take my hand, let's walk a while together
Holding hands won't make it last forever
But I know you probably need someone
To help you work it out, you've gotta do something

And I hate to see you leave without a fight

Time will open doors for you
Wishes spent make dreams come true
I promise I'll be there, don't say goodbye

Time will open doors for you
Wishes spent make dreams come true
I promise I'll be there, don't say goodbye, yeah

Time will open doors for you
Wishes spent make dreams come true
I promise I'll be there, don't say goodbye

Time will open doors for you
Wishes spent make dreams come true
I promise I'll be there, don't say goodbye

Oh, time will open doors for you
Wishes spent make dreams come true
I promise I'll be there, don't say goodbye

Oh well, time will open doors for you
Wishes spent make dreams come true now
I promise I'll be there, don't say goodbye",0,1990s
6g5t6q6JaxmckIzFYklVLO,london,barry manilow,"New York winter Traffic squeals
The city feels... so old
Late December taxi ride
Then run inside it's cold

Got your letters Monday
I think or Tuesday
I lose track
Since then I've been thinking of you
And I've been looking back to

London
Can you believe it's so many years since
London
Hitching a ride and carrying knapsacks
London
In the park by the Thames Drinking tea
London
Sitting in pubs and living in walk-ups
London
Learnin' the accent learnin' to love you
London
We were young we were sure
We were... free

Was it really ages
Ago the memories Never fade
Can you hear Big Ben where you are
And are you glad you stayed in

London
Dodging the rain with broken umbrellas
London
Readind the Times on saturday picnics
London
Counting stars 'till the stars
All were gone

London
So many plans and nothing but time in
London
Nothing to fear 'cause nothing could last in
London
We grew close we grew scared
I moved on

Oh London
What were we scared of
Why did I run from London
Part of me still has
Never come back from London
Is it fair that I miss
You so much

Take good care all my love
Keep in touch
New York winter taxi ride
Then run inside it's cold",0,1980s
5832Bv3612cSm3N2OjoWMN,tarnished,black tape for a blue girl,"Tarnished

Well Halo came down from the stage fell down
He slumps into somebody's arms
Wounds torn open, desire exposed
We grab for a piece of his soul

I have been broken, divided
Annihilated

A thousand dreams left in bloody heaps
Halo at the center
Shouting and whispering truth
Rays around the sun in search of an answer(?)
We gather closer for a final look
Taste his tears
Devour him
Slaughterd up, we eat and eat
Well, Halo draws back, to his full height
Smiles once again, he's the king of this light
Rubs between his fingers blood from bits of - bits of flesh

I have been broken, divided
Annihilated

I deserve this, always more tarnished
Exhausted but alive
I desire this, always more tarnished
Exhausted but alive
I demand this, always more tarnished
Exhausted but alive",0,2000s
3GNwCZIv4xKUiyoaQfj9Ah,its a sin,pet shop boys,"When I look back upon my life
It's always with a sense of shame
I've always been the one to blame
For everything I long to do

No matter when or where or who
Has one thing in common too
It's a, it's a, it's a, it's a sin
It's a sin

Everything I've ever done
Everything I ever do
Every place I've ever been
Everywhere I'm going to

It's a sin
At school they taught me how to be
So pure in thought and word and deed
They didn't quite succeed

For everything I long to do
No matter when or where or who
Has one thing in common too
It's a, it's a, it's a, it's a sin
It's a sin

Everything I've ever done
Everything I ever do
Every place I've ever been
Everywhere I'm going to
It's a sin

Father forgive me
I tried not to do it
Turned over a new leaf
Then tore right through it
Whatever you taught me

I didn't believe it
Father you fought me
'Cause I didn't care
And I still don't understand

So I look back upon my life
Forever with a sense of shame
I've always been the one to blame
For everything I long to do

No matter when or where or who
Has one thing in common too
It's a, it's a, it's a, it's a sin
It's a sin

Everything I've ever done
Everything I ever do
Every place I've ever been
Everywhere I'm going to
It's a sin

It's a
It's a
It's a
It's a sin

It's a sin
It's a sin
It's a sin
It's a sin",1,1990s
1UeG6LacXu8EO8vmKFOghW,pass in time,beth orton,"So much stays unknown till the time has come.
Did you imagine you could ever be so strong,
Then watch your fear just turn into relief?
Your sea of doubt become your own belief?
Though tears don't come to cry some grief away,
The tears will help to keep your need at bay.

So come on now, come on now, child.
You're here just a while.
Come on now, come on now, child.
You're here just a while.

A mother told me just before she died
My mother told me just before she died,
""Oh darling, darling, don't you be like me.
You will fall in love with the very first man you meet.""
But mother, mother, some will never know;
The love that you have is still holding my soul.

(Beth Orton & Terry Callier)
So come on now, come on now, child.
You're here just a little while.
Come on now, come on now, child.
You're here just a while.

You're here just a while...

Here just a while...

So much stays unknown till the time you are strong.
Did you imagine you could ever feel so strong,
And all your pain just turns into relief?
All your doubt becomes your own belief?
Though tears don't come to cry some grief away,
The years will help to keep your need at bay.

So come on now, come on now, child.
You're here just a while.
Come on now, come on now, child.
You're here just a while.

So come on now, come on now, child.
You're here just a while.
Come on now, come on now, child.
You're here just a while.

You're here just a while...

Here just a while...

You're here just a while
You might as well smile,
You might as well smile,
'Cause tomorrow, you just don't know.
It will pass. It's gonna pass.

It will pass in time.
It will pass in time.
It will pass.
It will pass in time.
It will pass in time.
It will pass.

It's gonna pass
It's gonna pass
It's gonna pass in time.

It will pass in time
It will pass.

It's gonna pass...

It will pass in time.

It's gonna pass

It's gonna pass",0,1990s
2YEa3nFylD0cX3RZ48IJol,goat,french for rabbits,"I won't be the first to say I'm sorry
Even if it's my fault
It's not like I don't know how to say it
It's just that I won't, it's just that I won't
It's not like I have a heart of gold

But I'm honest to a fault
And I'm as stubborn as a goddamn goat
Sometimes I hurt so much when everything builds up

Don't know which way to turn to, to keep afloat
I'm traveling on a drowning boat
Gottao keep up keep up keep up the good fight
Keep up keep up keep up, never lose sight

Keep up keep up keep up the good fight
Never let go of the light
Got to, keep up keep up keep up the good fight
Keep up keep up keep up never lose sight
Of who you are
Of who you are
I won't be the first to say I'm sorry
Even if it is my fault

It's not like I don't know how to say it
It's just that I won't, it's just that I wont
It's not like I have a heart of gold but I'm honest to a fault
And I'm as stubborn as a goddamn goat",0,2010s
4QbpagjMCqSECj6IimTL2n,i talk to the wind,king crimson,"Said the straight man to the late man
""Where have you been?""
""I've been here and I've been there
And I've been in between""

I talk to the wind
My words are all carried away
I talk to the wind
The wind does not hear
The wind cannot hear

I'm on the outside, looking inside
What do I see?
Much confusion, disillusion
All around me

I talk to the wind
My words are all carried away
I talk to the wind
The wind does not hear
The wind cannot hear

You don't possess me, don't impress me
Just upset my mind
Can't instruct me or conduct me
Just use up my time

I talk to the wind
My words are all carried away
I talk to the wind
The wind does not hear
The wind cannot hear

I talk to the wind
My words are all carried away
I talk to the wind
The wind does not hear
The wind cannot hear

Said the straight man to the late man
""Where have you been?""
""I've been here and I've been there
And I've been in between""",0,1960s
5pnoLRsS5NbgOORqb2i71f,please with anson weeks his orchestra,bing crosby,"""Hey, Max, gimme your A""
""Ladies and gentlemen,
here we are on stage five
at the paramount studio in Hollywood""

""All the stars of the radio are gathered here
All together in one big motion picture ""the big broadcast""
The paramount studio orchestra is getting ready to obey
The Commands of Nat Finston's baton
About ready to go, Nat?""
""Yes, that's right""

""While the boys are rehearsing,
let's take a look at the cast over there on the sidelines
Look, there's Kate Smith, and there's Burns and Allen
The Mills Brothers, Vincent Lopez, The Boswell sisters,
and there's Cab Calloway
In fact, they're all here but Bing Crosby
But hold steady, girls, he'll be here, too, in a minute
Boy, what a cast""

""All your radio favourites in one big picture
And look, there are some big screen names, too
Stuart Erwin, Leila Hyams and Sharon Lynn
Ah, here he comes. Here he is. There's Bing""

""And now here's the announcement you've been waiting for
Bing Crosby has just arrived on the scene,
and I'm gonna ask him to say a few words to you himself
Hello, Sam, I'm awfully sorry to have kept you waiting
But I had to finish a little scene I was doing with Stuart Erwin
Now, if I may, I'd like to sing a song
One of the songs is being featured in ""the big broadcast""
It's called ""Please""

Please
Lend your little ear to my pleas
Lend a ray of cheer to my pleas
Tell me that you love me too

Oh, please
Let me hold you tight in my arms
I could find delight in your charms
Every night my whole life through
Your eyes reveal that you have the soul of
An angel white as snow
But how long must I play the role of
A gloomy Romeo?

Oh, please
Say you're not intending to tease
Speed that happy ending and please
Tell me that you love me too
(Bing da da dees)

Your eyes reveal that you have the soul of
An angel white as snow
But how long must I play the role of
A gloomy Romeo?

Oh, please
Say you're not intending to tease
Speed the happy ending and please
Tell me that you love me too
Now, if you'll excuse me, please,
I have to get back to the set of ""the big broadcast""
Goodbye",0,2000s
4LhoGywwJasfwo7IRzBT5T,all along the watchtower,dave mason,"""There must be some way out of here"", said the joker to the thief,
""There's too much confusion, I can't get no relief.
Businessmen, they drink my wine, plowmen dig my earth,
None of them along the line know what any of it is worth.""

""No reason to get excited,"" the thief, he kindly spoke,
""There are many here among us who feel that life is but a joke.
But you and I, we've been through that, and this is not our fate,
So let us not talk falsely now, the hour is getting late.""

All along the watchtower, princes kept the view
While all the women came and went, barefoot servants, too.

Outside in the distance a wildcat did growl,
Two riders were approaching, the wind began to howl.",0,1970s
1ZIKpMTRPqhwAoVXWY3tXI,chasing after you with maren morris,ryan hurd,"You come over when your wine's all gone
Always catch me when I'm not that strong
Then you wind up staying all night long
Ain't nothin' new

Then I wake up with you on my chest
You got a way of making me forget
Girl, with you the answer's always yes
Every time you call

But I know, yeah I know it's a matter of time
'Til you walk, 'til you walk back out of my life
Leave me standing here lonely, feeling like a fool, mm, mm
Every time, every time you say we're done
You come back to the love you were running from
Don't know why, don't know why I let you, but I do
Guess I love chasing after you, mm, mm, yeah

Listen
Wish I could quit you, but it feels too good
If I could turn it off, you know I would
But somethin' 'bout you makes me think we could
Make it after all

But I know, yeah I know it's a matter of time
'Til you walk, 'til you walk back out of my life
Leave me standing here lonely, feeling like a fool
Every time, every time you say we're done
You come back to the love you were running from
Don't know why, don't know why I let you, but I do
Guess I love chasing after you

You come over when your wine's all gone
Always catch me when I'm not that strong
Then you wind up staying all night long
Ain't nothin' new

But I know, yeah I know it's a matter of time
'Til you walk, 'til you walk back out of my life
Leave me standing here lonely, feeling like a fool
Yeah, every time, every time you say we're done
You come back to the love you were running from
Don't know why, don't know why I let you, but I do
Guess I love chasing after you

I love chasing after you
Ooh, ooh",0,2020s
5kHOE31BXizF0bXMA7tSQz,soul serenade mono,aretha franklin,"Only you can hear my soul serenade

I want to be free
To fly away and sing to the world
About my soul serenade
My soul serenade

When you're not around
There's a lonely sound
In my soul serenade
In my soul serenade

Everyone but you adores me
But do you know pretty soon they bore me
Let me tell you right now that they bore me
They bore me with their pretty, little words
Those pretty, little words of devotion

But oh, let me tell you right now
My message to 'em this evening
Is they can jump in anybody's ocean
Because only you hear my soul

My soul serenade
My soul serenade
Oh, my soul serenade
My soul serenade",0,1960s
1tcgnbHSzZN2wp4WQnyL2c,sad astronaut,lagwagon,"As you sat on the bed
Moments from your end
Inconceivable dread
Inches from your head
I can't bear to imagine you
In that horror scene
One too sad to be
In my mind's eye I am there
Embracing you so scared
Now you kill me too
You killed me too

Decidedly willing to lie for you
Absolutely willing to cry for you
Ill at ease in saying goodbye to you
A part of me will never know

I am there, again, intervals of red
An accomplice to
Things I couldn't do
In a fable disabled

I say words like foolish son
God what have you done
I'm a thin blue cliché, hopelessly
I'm a mouthful of doubtful

Decidedly willing to lie for you
Say again
Willing to cry for you
Finally saying goodbye to you
A part of you I'll never know

Looking through the spyglass in a punctured sky
While your garden died
You couldn't see the sky for your fallen stars
Endless in your arms
You were still alive even as the sad astronaut",0,2000s
6RIgjbEww5iNsMcizfrdY5,modern furniture,mike krol,"I got a car, now I can really go
Don't know why, Don't know where
I got a place, now I can really show
All my friends that I've got taste in things
And things like you
And things like me
And things like modern furniture

I gotta stop with you all on my mind
Don't want to stop, Don't want to care
When I'm alone and I've got the time
To sit and stare blankly at the wall
And I don't want to be here all on my own
Can't you come and stay?

The time is now, the [?] for now,
I'll pack you up, and then we'll start again

(Woo-Hoo Woo-Hoo!)
(Woo-Hoo Woo-Hoo!)
(Woo-Hoo Woo-Hoo!)
(Woo-Hoo Woo-Hoo!)
(Woo-Hoo Woo-Hoo!)
(Woo-Hoo Woo-Hoo!)
(Woo-Hoo Woo-Hoo!)
(Woo-Hoo Woo-Hoo!)

I'll break it down, you'll build it up
I need some help from you, my good friend
(Incoherent screaming)",0,2010s
